run_version|run_dir|timestamp_iso|row_id|model_name|exp_condition|condition_order_index|interaction_tone|interaction_id|assistant_was_correct|format|study_context|transcript_chars|raw_preference|parsed_preference|compliant_preference|latency_ms_preference|log_path_preference|raw_is_abusive|parsed_is_abusive|compliant_is_abusive|latency_ms_is_abusive|log_path_is_abusive|raw_is_adequate|parsed_is_adequate|compliant_is_adequate|latency_ms_is_adequate|log_path_is_adequate|temperature|top_p|top_k|seed
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:10.140827|row_f1ed6af6b5_2b2e4ae7|gemma2:9b|2a_interaction_with_context|2|abusive|abusive:2|1|interaction|1|345|NO|NO|1|1276|runs_replication/run_20250920_104842/logs/trial_9c6a6e9f14_d3a97cad.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_564d493c3f_a258506a.json|NO|NO|1|448|runs_replication/run_20250920_104842/logs/trial_7d841c36ad_6df2c384.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:12.324221|row_00d8206531_aeee47ea|gemma2:9b|1a_prompt_with_context|3|abusive|abusive:2|1|prompt|1|345|NO|NO|1|1275|runs_replication/run_20250920_104842/logs/trial_6dca8656b1_891da5e4.json|YES|YES|1|450|runs_replication/run_20250920_104842/logs/trial_d6a5036fa3_18679b75.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_f74c2d2eeb_4e92dbb7.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:14.172709|row_8c78a67ef7_94e2f501|gemma2:9b|1b_prompt_without_context|0|abusive|abusive:3|1|prompt|0|360|NO|NO|1|940|runs_replication/run_20250920_104842/logs/trial_036b75d0fe_3bee43eb.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_a8d05390ed_1ffa07ea.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_50461f9794_11b64d2c.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:16.347525|row_b666c3637a_e903cfae|gemma2:9b|2a_interaction_with_context|1|abusive|abusive:3|1|interaction|1|360|NO|NO|1|1265|runs_replication/run_20250920_104842/logs/trial_cc0caf09ed_71ba0e66.json|YES|YES|1|450|runs_replication/run_20250920_104842/logs/trial_9370a063dd_012c5f9d.json|NO|NO|1|454|runs_replication/run_20250920_104842/logs/trial_51f1352e61_864f7a57.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:18.523480|row_435780bc5a_4c0cf9fe|gemma2:9b|1a_prompt_with_context|2|abusive|abusive:3|1|prompt|1|360|NO|NO|1|1264|runs_replication/run_20250920_104842/logs/trial_fccd1146cc_2b13b4d7.json|YES|YES|1|449|runs_replication/run_20250920_104842/logs/trial_a334a96079_a3aba87d.json|NO|NO|1|453|runs_replication/run_20250920_104842/logs/trial_91e6583ec9_d453e541.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:20.364004|row_cbc0dcda6e_cd869b15|gemma2:9b|2b_interaction_without_context|3|abusive|abusive:3|1|interaction|0|360|NO|NO|1|937|runs_replication/run_20250920_104842/logs/trial_a711acd1de_05be44ce.json|NO|NO|1|446|runs_replication/run_20250920_104842/logs/trial_7f4f63a05b_bf2ad857.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_3c2bff74a0_d557cac4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:22.051906|row_c020b4f885_d3a9e521|gemma2:9b|1b_prompt_without_context|0|abusive|abusive:4|0|prompt|0|216|NO|NO|1|776|runs_replication/run_20250920_104842/logs/trial_73e635ff10_84d3003e.json|YES|YES|1|452|runs_replication/run_20250920_104842/logs/trial_744901f570_33461727.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_7d9c3db4c1_a13c38a4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:24.053107|row_5f7e7eb2a7_ee9c9418|gemma2:9b|2a_interaction_with_context|1|abusive|abusive:4|0|interaction|1|216|NO|NO|1|1089|runs_replication/run_20250920_104842/logs/trial_408d80f23e_3f9869ca.json|YES|YES|1|452|runs_replication/run_20250920_104842/logs/trial_af7546faa3_d009df60.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_d60138a35d_c94895e1.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:25.726523|row_01a5d509b9_faeb65c5|gemma2:9b|2b_interaction_without_context|2|abusive|abusive:4|0|interaction|0|216|NO|NO|1|771|runs_replication/run_20250920_104842/logs/trial_867a811720_29f3597e.json|NO|NO|1|447|runs_replication/run_20250920_104842/logs/trial_84008653cc_6f53679c.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_077b1b76dc_4c36f8cb.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:27.718073|row_8afad29985_0e6c15ea|gemma2:9b|1a_prompt_with_context|3|abusive|abusive:4|0|prompt|1|216|NO|NO|1|1089|runs_replication/run_20250920_104842/logs/trial_cd17b0fef5_36d61c88.json|YES|YES|1|448|runs_replication/run_20250920_104842/logs/trial_0a0d162d63_af7c6853.json|NO|NO|1|449|runs_replication/run_20250920_104842/logs/trial_5cde758a6f_c725296e.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:29.402968|row_689858c612_b96f05a4|gemma2:9b|1b_prompt_without_context|0|abusive|abusive:5|1|prompt|0|199|NO|NO|1|773|runs_replication/run_20250920_104842/logs/trial_9445f50f7e_0ff32f77.json|YES|YES|1|450|runs_replication/run_20250920_104842/logs/trial_0500056f64_27d95da8.json|NO|NO|1|453|runs_replication/run_20250920_104842/logs/trial_d05e9a3161_7dd3dbfe.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:31.077955|row_bcb17615d4_8938221f|gemma2:9b|2b_interaction_without_context|1|abusive|abusive:5|1|interaction|0|199|NO|NO|1|770|runs_replication/run_20250920_104842/logs/trial_6f0d470d5e_c02bb5d7.json|YES|YES|1|445|runs_replication/run_20250920_104842/logs/trial_3b034cdf83_7ea4b63c.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_6581e0a5db_4fb6c219.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:33.073643|row_0bdc645f14_36124752|gemma2:9b|2a_interaction_with_context|2|abusive|abusive:5|1|interaction|1|199|NO|NO|1|1093|runs_replication/run_20250920_104842/logs/trial_1126c8ef53_a06ac515.json|YES|YES|1|447|runs_replication/run_20250920_104842/logs/trial_bb2d89603c_085700cd.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_b5c37afc1a_4fbfecec.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:35.073668|row_e12e13fae5_fe96cd97|gemma2:9b|1a_prompt_with_context|3|abusive|abusive:5|1|prompt|1|199|NO|NO|1|1090|runs_replication/run_20250920_104842/logs/trial_3eaeca5f41_b1b797a6.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_fc1eb7e1c8_cc38ab5d.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_e034872b89_1b6ca042.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:37.082094|row_f2e97eaf07_0551140e|gemma2:9b|2a_interaction_with_context|0|abusive|abusive:6|1|interaction|1|301|NO|NO|1|1099|runs_replication/run_20250920_104842/logs/trial_198fe6988e_ddedcd65.json|YES|YES|1|453|runs_replication/run_20250920_104842/logs/trial_55b71d4bbf_17f775a7.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_1353eb8800_c5b8b596.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:38.921225|row_f54f399058_27a59d7e|gemma2:9b|1b_prompt_without_context|1|abusive|abusive:6|1|prompt|0|301|NO|NO|1|930|runs_replication/run_20250920_104842/logs/trial_2c653fbc02_31ce7218.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_9c887e68aa_dc697841.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_1bad0c63b6_3f7a08b4.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:41.101810|row_b9aa97dd66_732be918|gemma2:9b|1a_prompt_with_context|2|abusive|abusive:6|1|prompt|1|301|NO|NO|1|1267|runs_replication/run_20250920_104842/logs/trial_91abcae47f_41290e57.json|YES|YES|1|457|runs_replication/run_20250920_104842/logs/trial_ceb21b8dd8_33b48289.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_87cc55fe3d_d740ecd8.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:42.932484|row_8fe9e48e5d_fc474121|gemma2:9b|2b_interaction_without_context|3|abusive|abusive:6|1|interaction|0|301|NO|NO|1|931|runs_replication/run_20250920_104842/logs/trial_8dc7a38b38_96ac3ad0.json|NO|NO|1|446|runs_replication/run_20250920_104842/logs/trial_d411333ad2_6a5c694c.json|NO|NO|1|448|runs_replication/run_20250920_104842/logs/trial_1a0bc8072b_e7cb4054.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:44.798754|row_c8f3222aaf_00ce9cff|gemma2:9b|1b_prompt_without_context|0|abusive|abusive:7|1|prompt|0|392|NO|NO|1|943|runs_replication/run_20250920_104842/logs/trial_30eb9bb271_23520d51.json|YES|YES|1|458|runs_replication/run_20250920_104842/logs/trial_d83b61a836_84e2416c.json|NO|NO|1|459|runs_replication/run_20250920_104842/logs/trial_0111b25a44_77ca9a21.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:46.643539|row_f7d860222b_0e94bc99|gemma2:9b|2b_interaction_without_context|1|abusive|abusive:7|1|interaction|0|392|NO|NO|1|939|runs_replication/run_20250920_104842/logs/trial_fffcd20e29_a3ea920f.json|NO|NO|1|445|runs_replication/run_20250920_104842/logs/trial_602c13eb52_df6c800f.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_a3c3c2a5df_91528fa5.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:48.827599|row_e13884b2b2_1e7837bc|gemma2:9b|1a_prompt_with_context|2|abusive|abusive:7|1|prompt|1|392|NO|NO|1|1274|runs_replication/run_20250920_104842/logs/trial_682f7d2634_1ddb8a20.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_13749f33f5_08f9f6d0.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_b5a9a57f50_4d02cc24.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:51.011975|row_7845ba06d5_2e7eeec1|gemma2:9b|2a_interaction_with_context|3|abusive|abusive:7|1|interaction|1|392|NO|NO|1|1270|runs_replication/run_20250920_104842/logs/trial_316134c574_5eb6e2ec.json|YES|YES|1|454|runs_replication/run_20250920_104842/logs/trial_a237ae1de2_0d48b295.json|NO|NO|1|456|runs_replication/run_20250920_104842/logs/trial_b049840c7e_2164a1d2.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:53.056754|row_5b0ab1d213_8cd4eeb3|gemma2:9b|1a_prompt_with_context|0|abusive|abusive:8|0|prompt|1|210|NO|NO|1|1096|runs_replication/run_20250920_104842/logs/trial_8badbed84a_e6e57ac8.json|YES|YES|1|492|runs_replication/run_20250920_104842/logs/trial_d61eb31f2e_66fbdf38.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_88ba10d8cc_219ba8fb.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:55.052057|row_895d169ca6_c6b46700|gemma2:9b|2a_interaction_with_context|1|abusive|abusive:8|0|interaction|1|210|NO|NO|1|1088|runs_replication/run_20250920_104842/logs/trial_0b1e8f5e98_83cac560.json|YES|YES|1|448|runs_replication/run_20250920_104842/logs/trial_31c78f2336_cf39986b.json|NO|NO|1|449|runs_replication/run_20250920_104842/logs/trial_16ad9abff6_2a30fdec.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:56.894455|row_bb113319c4_ee69d967|gemma2:9b|1b_prompt_without_context|2|abusive|abusive:8|0|prompt|0|210|NO|NO|1|931|runs_replication/run_20250920_104842/logs/trial_296c73a9cc_4d1fcddf.json|YES|YES|1|449|runs_replication/run_20250920_104842/logs/trial_cdb5746b9a_fd7b76a9.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_75c0b78d61_119216ce.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:49:58.561936|row_482a5815eb_15b3e249|gemma2:9b|2b_interaction_without_context|3|abusive|abusive:8|0|interaction|0|210|NO|NO|1|774|runs_replication/run_20250920_104842/logs/trial_4c81777aad_b719bad4.json|YES|YES|1|444|runs_replication/run_20250920_104842/logs/trial_732a061856_63ee733d.json|NO|NO|1|444|runs_replication/run_20250920_104842/logs/trial_18300c99f5_0f18ed43.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:00.407584|row_04531409c1_b1d13339|gemma2:9b|2a_interaction_with_context|0|abusive|abusive:9|1|interaction|1|164|NO|NO|1|937|runs_replication/run_20250920_104842/logs/trial_5e2e85935e_6275d787.json|YES|YES|1|447|runs_replication/run_20250920_104842/logs/trial_212edd1fe4_1cb49f5c.json|NO|NO|1|453|runs_replication/run_20250920_104842/logs/trial_9f4003494a_649c6294.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:02.095836|row_fe8d0bade5_29c7fd0d|gemma2:9b|2b_interaction_without_context|1|abusive|abusive:9|1|interaction|0|164|NO|NO|1|771|runs_replication/run_20250920_104842/logs/trial_867e0dbd7e_f3b818e3.json|YES|YES|1|459|runs_replication/run_20250920_104842/logs/trial_6e57ef721a_4d3817b8.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_f52e8dbe40_aad3441a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:03.939803|row_71ca11139f_2d0f6558|gemma2:9b|1a_prompt_with_context|2|abusive|abusive:9|1|prompt|1|164|NO|NO|1|938|runs_replication/run_20250920_104842/logs/trial_f44c6197fe_53d74eb3.json|YES|YES|1|450|runs_replication/run_20250920_104842/logs/trial_a9ef7c2c58_06fb62a7.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_a561a686c1_d863521e.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:05.622902|row_591f52a07f_46b74504|gemma2:9b|1b_prompt_without_context|3|abusive|abusive:9|1|prompt|0|164|NO|NO|1|772|runs_replication/run_20250920_104842/logs/trial_21adf6076d_7dd251ca.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_908df5378e_3f4ea040.json|NO|NO|1|454|runs_replication/run_20250920_104842/logs/trial_6f876451e7_8a4f2979.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:07.627255|row_cd615cf022_c3afa80f|gemma2:9b|2a_interaction_with_context|0|friendly|friendly:0|1|interaction|1|280|YES|YES|1|1095|runs_replication/run_20250920_104842/logs/trial_f33ff4575f_3b355467.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_884c2c246d_8afd87f9.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_a5c822dabc_a4bb6a7d.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:09.472193|row_d65d5871ae_99c5c16a|gemma2:9b|1b_prompt_without_context|1|friendly|friendly:0|1|prompt|0|280|YES|YES|1|933|runs_replication/run_20250920_104842/logs/trial_e3e73dc243_cb97e36d.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_5db27ef813_2182b037.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_fd58365043_94b1d529.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:11.313362|row_6003c1f911_8520610e|gemma2:9b|2b_interaction_without_context|2|friendly|friendly:0|1|interaction|0|280|YES|YES|1|933|runs_replication/run_20250920_104842/logs/trial_c5cbf6504d_bac6f3ba.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_0e34f99e54_2044a58c.json|YES|YES|1|451|runs_replication/run_20250920_104842/logs/trial_39cd6f100f_671976e5.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:13.329351|row_f26a03ea88_d1842480|gemma2:9b|1a_prompt_with_context|3|friendly|friendly:0|1|prompt|1|280|YES|YES|1|1103|runs_replication/run_20250920_104842/logs/trial_b830af2ade_15be55fd.json|NO|NO|1|454|runs_replication/run_20250920_104842/logs/trial_4cb4503843_93f810ed.json|YES|YES|1|454|runs_replication/run_20250920_104842/logs/trial_b04aae9632_a96bbfb0.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:15.009122|row_54a96177c2_3e3745f0|gemma2:9b|2b_interaction_without_context|0|friendly|friendly:1|0|interaction|0|243|YES|YES|1|778|runs_replication/run_20250920_104842/logs/trial_9b3cc5cbaf_9d8d6774.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_ecc4624da8_5354056b.json|NO|NO|1|445|runs_replication/run_20250920_104842/logs/trial_bda42deda6_ba13ba76.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:17.013257|row_fc5863a681_e09efbc0|gemma2:9b|2a_interaction_with_context|1|friendly|friendly:1|0|interaction|1|243|YES|YES|1|1093|runs_replication/run_20250920_104842/logs/trial_e4ad41ea55_e152ba1c.json|NO|NO|1|452|runs_replication/run_20250920_104842/logs/trial_3100342034_4bcebbfd.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_a994006925_edd11f4b.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:18.851647|row_86abd10f55_d44adeb2|gemma2:9b|1b_prompt_without_context|2|friendly|friendly:1|0|prompt|0|243|YES|YES|1|934|runs_replication/run_20250920_104842/logs/trial_7971d5d73a_26fa9b48.json|NO|NO|1|448|runs_replication/run_20250920_104842/logs/trial_806b914b01_e0826a6d.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_92ed4dd892_b4f5d74a.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:20.851197|row_b7fa98284f_83ae3be1|gemma2:9b|1a_prompt_with_context|3|friendly|friendly:1|0|prompt|1|243|YES|YES|1|1092|runs_replication/run_20250920_104842/logs/trial_b4e4320f09_309843f9.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_93c494e1dc_8044663f.json|NO|NO|1|450|runs_replication/run_20250920_104842/logs/trial_ea09ac0c5f_eed55beb.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:22.844308|row_9962e0c7bb_f9c5949e|gemma2:9b|2b_interaction_without_context|0|friendly|friendly:2|1|interaction|0|312|YES|YES|1|1083|runs_replication/run_20250920_104842/logs/trial_25d2f8869d_5f2bf876.json|NO|NO|1|449|runs_replication/run_20250920_104842/logs/trial_f4773101c2_7dfa9b57.json|YES|YES|1|452|runs_replication/run_20250920_104842/logs/trial_47ef1d67ed_56bef015.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:24.855226|row_ecd745a062_9489f5f7|gemma2:9b|1b_prompt_without_context|1|friendly|friendly:2|1|prompt|0|312|YES|YES|1|1097|runs_replication/run_20250920_104842/logs/trial_8471da3f2a_f9dda46c.json|NO|NO|1|454|runs_replication/run_20250920_104842/logs/trial_2c6182028f_8922eab4.json|YES|YES|1|449|runs_replication/run_20250920_104842/logs/trial_17436f3285_c2742047.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:27.026283|row_c11d076890_69ff04bb|gemma2:9b|1a_prompt_with_context|2|friendly|friendly:2|1|prompt|1|312|YES|YES|1|1269|runs_replication/run_20250920_104842/logs/trial_03ef72f755_a237855a.json|NO|NO|1|448|runs_replication/run_20250920_104842/logs/trial_f86146e855_b0ebf0f1.json|YES|YES|1|450|runs_replication/run_20250920_104842/logs/trial_fbe09383ce_11c627c1.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:29.219048|row_01669980c1_2da0ce6a|gemma2:9b|2a_interaction_with_context|3|friendly|friendly:2|1|interaction|1|312|YES|YES|1|1270|runs_replication/run_20250920_104842/logs/trial_04d10574b6_61890b99.json|NO|NO|1|465|runs_replication/run_20250920_104842/logs/trial_9c48bdc11c_7dfa62ea.json|YES|YES|1|452|runs_replication/run_20250920_104842/logs/trial_ec7be35cb3_2f82f1a6.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:31.060812|row_e1b7a61424_7c4e30f3|gemma2:9b|2a_interaction_with_context|0|friendly|friendly:3|1|interaction|1|358|YES|YES|1|933|runs_replication/run_20250920_104842/logs/trial_66cf467058_0d3225a1.json|NO|NO|1|451|runs_replication/run_20250920_104842/logs/trial_9d0fb1d3b4_951443f5.json|YES|YES|1|449|runs_replication/run_20250920_104842/logs/trial_6493d5513a_94a01a1b.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:32.932341|row_638b769eea_f6adeb4f|gemma2:9b|2b_interaction_without_context|1|friendly|friendly:3|1|interaction|0|358|YES|YES|1|937|runs_replication/run_20250920_104842/logs/trial_1cb3410e47_887f56cc.json|NO|NO|1|465|runs_replication/run_20250920_104842/logs/trial_bd78b1377f_a8f7b25b.json|YES|YES|1|461|runs_replication/run_20250920_104842/logs/trial_2cf584e711_6b3949fd.json|0|1|1|42
v4.0.0|runs_replication/run_20250920_104842|2025-09-20T10:50:34.783065|row_bc282a5479_569698c4|gemma2:9b|1b_prompt_without_context|2|friendly|friendly:3|1|prompt|0|358|YES|YES|1|940|runs_replication/run_20250920_104842/logs/trial_b5329386fb_64e8e530.json|NO|NO|1|448|runs_replication/run_20250920_104842/logs/trial_5cda8ab4c5_932a5fea.json|YES|YES|1|455|runs_replication/run_20250920_104842/logs/trial_1723250cde_178e946a.json|0|1|1|42
